Município,Evento,Status,População,Mortos,Feridos,Enfermos,Desabrigados,Desalojados,Desaparecidos,Outros Afetados,Registro
Sede Nova,Tempestade Local/Convectiva - Vendaval,Reconhecido,3011,0,0,0,0,25,0,367,02/01/2024
Segredo,Tempestade Local/Convectiva - Granizo,Reconhecido,7158,0,0,0,0,0,0,1156,25/06/2024
Segredo,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,7158,0,0,0,0,0,0,6009,03/05/2024
Selbach,Alagamentos,Reconhecido,4929,0,0,0,0,0,0,0,06/05/2024
Senador Salgado Filho,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2814,0,0,0,0,0,0,2673,06/05/2024
Sentinela do Sul,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,5197,0,0,0,4,0,0,687,04/05/2024
Serafina Corrêa,Tempestade Local/Convectiva - Chuvas Intensas,Não reconhecido,14243,2,3,0,0,76,0,17993,11/06/2024
Serafina Corrêa,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,14243,2,3,0,106,466,1,16383,02/05/2024
Sertão,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,6294,0,0,0,0,0,0,6294,06/05/2024
Sertão Santana,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,5850,0,0,0,500,3,0,1800,07/05/2024
Sete de Setembro,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2126,0,0,0,0,0,0,1830,10/05/2024
Severiano de Almeida,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,3842,0,0,0,0,180,0,3662,03/05/2024
Silveira Martins,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2452,1,0,0,24,200,0,2227,07/05/2024
Sinimbu,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,10067,0,0,0,800,1200,0,6578,01/05/2024
Sinimbu,Tempestade Local/Convectiva - Vendaval,Reconhecido,10067,0,0,0,0,0,0,8578,21/01/2024
Sobradinho,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,14285,0,0,0,510,140,0,13576,06/05/2024
Sobradinho,Tempestade Local/Convectiva - Chuvas Intensas,Registro,14285,0,0,0,0,0,0,633,14/02/2024
Soledade,Tempestade Local/Convectiva - Vendaval,Registro,30065,0,0,0,0,0,0,84,26/09/2024
Soledade,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,30065,0,0,0,15,25,0,30025,03/05/2024
Soledade,Tempestade Local/Convectiva - Vendaval,Registro,30065,0,0,0,0,0,0,4800,22/03/2024
Tabaí,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,4131,0,0,0,0,0,0,50,01/05/2024
Tabaí,Enxurradas,Reconhecido,4131,0,0,0,0,0,0,56,24/01/2024
Tapera,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,10452,0,0,0,26,10,0,0,06/05/2024
Tapes,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,16649,0,0,0,72,608,0,2320,17/05/2024
Taquara,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,54656,2,0,0,439,8800,0,6747,06/05/2024
Taquara,Tempestade Local/Convectiva - Vendaval,Reconhecido,54656,0,0,0,0,104,0,10000,19/01/2024
Taquari,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,26135,0,0,0,90,894,0,24214,01/05/2024
Taquaruçu do Sul,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2970,0,0,0,0,15,0,3104,03/05/2024
Tavares,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,5351,0,0,0,0,6,0,556,03/10/2024
Tavares,Alagamentos,Reconhecido,5351,0,0,0,0,0,0,1800,09/05/2024
Tenente Portela,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,13716,0,0,0,0,12,0,13704,06/05/2024
Tenente Portela,Tempestade Local/Convectiva - Vendaval,Reconhecido,13716,0,0,0,0,80,0,14417,03/01/2024
Terra de Areia,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,9878,0,0,0,0,40,0,100,21/05/2024
Teutônia,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,27265,0,0,0,21,250,3,0,01/05/2024
Teutônia,Tempestade Local/Convectiva - Vendaval,Não reconhecido,27265,0,0,0,0,3,0,84,17/01/2024
Tio Hugo,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2724,0,0,0,0,0,0,3267,23/06/2024
Tiradentes do Sul,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,6461,0,0,0,0,0,0,6461,04/05/2024
Toropi,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2952,0,0,0,0,11,0,0,04/05/2024
Torres,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,34646,0,4,0,0,6,0,60,02/05/2024
Três Arroios,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2855,0,0,0,0,11,0,2580,06/05/2024
Três Cachoeiras,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,10239,0,0,0,0,0,0,0,07/05/2024
Três Coroas,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,23855,3,0,0,1120,18200,0,0,05/05/2024
Três de Maio,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,23726,0,0,0,0,0,0,1900,27/05/2024
Três de Maio,Enxurradas,Não reconhecido,23726,0,0,0,0,8,0,23718,07/05/2024
Três Forquilhas,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2912,0,0,0,0,384,0,508,05/05/2024
Três Palmeiras,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,4381,0,0,0,0,0,0,4617,03/05/2024
Três Palmeiras,Tempestade Local/Convectiva - Vendaval,Reconhecido,4381,0,0,0,0,30,0,4686,03/01/2024
Três Passos,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,23973,0,0,0,0,0,0,25436,04/05/2024
Tramandaí,Tempestade Local/Convectiva - Vendaval,Registro,41655,0,0,0,0,0,0,6,14/10/2024
Travesseiro,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2314,2,20,3,40,350,1,2152,03/05/2024
Trindade do Sul,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,5787,0,0,0,0,24,0,5763,03/05/2024
Triunfo,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,25811,0,0,0,937,8000,0,18561,07/05/2024
Tucunduva,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,5901,0,0,0,0,0,0,5901,03/05/2024
Tunas,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,4395,0,0,0,0,120,0,3561,06/05/2024
Tupanciretã,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,22286,0,0,0,1,46,0,19958,04/05/2024
Tupandi,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,3919,0,0,0,0,50,0,4979,02/05/2024
Tuparendi,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,8557,0,0,0,0,0,0,8557,06/05/2024
Turuçu,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,3522,0,0,0,0,0,0,1400,15/05/2024
Ubiretama,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2296,0,0,0,0,0,0,2296,06/05/2024
União da Serra,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,1487,0,0,0,0,0,0,1080,04/05/2024
Uruguaiana, Inundações,Reconhecido,125507,0,0,0,297,1836,0,1200,07/05/2024
Uruguaiana,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,125507,0,0,0,0,0,0,3360,16/03/2024
Vacaria,Tempestade Local/Convectiva - Granizo,Registro,61345,0,0,0,0,0,0,0,13/09/2024
Vacaria,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,61345,0,0,0,0,0,0,64817,07/05/2024
Vacaria,Tempestade Local/Convectiva - Chuvas Intensas,Registro,61345,0,0,0,0,10,0,0,14/05/2024
Vacaria,Tempestade Local/Convectiva - Vendaval,Registro,61345,0,0,0,0,0,0,0,19/01/2024
Vacaria,Tempestade Local/Convectiva - Vendaval,Registro,61345,0,0,0,0,0,0,0,19/01/2024
Vale do Sol,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,11077,1,0,0,16,300,0,2000,03/05/2024
Vale do Sol,Tempestade Local/Convectiva - Vendaval,Reconhecido,11077,0,0,0,0,0,0,1200,23/01/2024
Vale Real,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,5121,0,10,0,300,1200,0,4548,04/05/2024
Vale Verde,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,3253,0,0,0,0,73,0,1613,28/05/2024
Vale Verde, Inundações,Reconhecido,3253,0,0,0,100,0,0,1300,03/05/2024
Vanini,Tempestade Local/Convectiva - Granizo,Registro,1984,0,0,0,0,0,0,100,09/01/2024
Venâncio Aires,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,65964,2,19,0,391,23235,0,0,04/05/2024
Venâncio Aires,Tempestade Local/Convectiva - Vendaval,Não reconhecido,65964,0,0,0,0,0,0,0,26/01/2024
Vera Cruz,Tempestade Local/Convectiva - Chuvas Intensas,Registro,23986,0,200,0,200,2000,3,24317,27/12/2024
Vera Cruz,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,23986,0,200,0,150,2000,0,24320,01/05/2024
Veranópolis,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,22815,5,21,0,146,348,1,22815,06/05/2024
Vespasiano Correa,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,1974,0,12,0,0,126,0,1680,03/05/2024
Viadutos,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,5311,0,0,0,0,15,0,4754,06/05/2024
Viamão,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,239234,0,0,0,11,378,0,0,10/05/2024
Viamão,Tempestade Local/Convectiva - Chuvas Intensas,Registro,239234,0,0,0,11,378,0,0,09/05/2024
Vicente Dutra,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,5285,0,0,0,0,36,0,5249,03/05/2024
Victor Graeff,Enxurradas,Registro,3036,0,0,0,0,3,0,0,06/05/2024
Victor Graeff,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,3036,0,0,0,0,3,0,3033,08/05/2024
Vila Flores,Enxurradas,Reconhecido,3207,0,0,0,0,0,0,200,04/05/2024
Vila Maria,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,4221,0,0,0,60,25,0,0,04/05/2024
Vila Nova do Sul,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,4221,0,0,0,0,7,0,250,06/05/2024
Vila Nova do Sul,Tempestade Local/Convectiva - Vendaval,Registro,4221,0,0,0,0,6,0,0,25/03/2024
Vista Alegre,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2832,0,0,0,0,0,0,2832,05/05/2024
Vista Alegre,Enxurradas,Registro,2832,0,0,0,0,0,0,0,20/03/2024
Vista Alegre do Prata,Tempestade Local/Convectiva - Chuvas Intensas,Registro,1569,0,2,0,5,17,0,0,03/05/2024
Vista Alegre do Prata,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,1569,0,2,0,5,17,0,0,03/05/2024
Vista Gaúcha,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2759,0,0,0,0,56,0,2727,06/05/2024
Vitória das Missões,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,3485,0,0,0,0,0,0,3485,07/05/2024
Vitória das Missões,Tempestade Local/Convectiva - Granizo,Não reconhecido,3485,0,0,0,0,31,0,99,17/01/2024
Westfalia,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,2793,0,0,0,0,87,0,2706,06/05/2024
