CD_MUN,municipality,area,population2022,population2024,event,status,deaths,injured,sick,missing,evacuated,displaced,otherAffected,record,totalAffected,totalNotAffected,totalAffectedNormalized,totalNotAffectedNormalized,percentageAffected
4322707,Vera Cruz,309.994,26710,27638,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,200,0,0,2000,150,24320,01/05/2024,26670,-2684,26670,0,100
4322806,Veranópolis,289.397,24021,24540,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,5,21,0,1,348,146,22815,06/05/2024,23336,-521,23336,0,100
4322855,Vespasiano Corrêa,113.622,1818,1852,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,12,0,0,126,0,1680,03/05/2024,1818,156,1818,156,92.09726444
4322905,Viadutos,266.67,4769,4852,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,15,0,4754,06/05/2024,4769,542,4769,542,89.79476558
4323002,Viamão,1496.019,224112,232113,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,378,11,0,10/05/2024,389,238845,389,238845,0.162602306
4323101,Vicente Dutra,193.023,4665,4747,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,36,0,5249,03/05/2024,5285,0,5285,0,100
4323200,Victor Graeff,238.133,2780,2832,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,3,0,3033,08/05/2024,3036,0,3036,0,100
4323309,Vila Flores,107.703,3646,3736,Enxurradas,Reconhecido,0,0,0,0,0,0,200,04/05/2024,200,3007,200,3007,6.236357967
4323358,Vila Lângaro,151.673,2079,2122,,,,,,,,,,,,,,,
4323408,Vila Maria,181.061,4413,4512,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,25,60,0,04/05/2024,85,4136,85,4136,2.01374082
4323457,Vila Nova do Sul,508.278,3863,3935,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,7,0,250,06/05/2024,257,3964,257,3964,6.088604596
4323507,Vista Alegre,77.656,2660,2712,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,2832,05/05/2024,2832,0,2832,0,100
4323606,Vista Alegre do Prata,119.327,1590,1624,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,2,0,0,17,5,0,03/05/2024,24,1545,24,1545,1.529636711
4323705,Vista Gaúcha,90.022,2783,2842,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,56,0,2727,06/05/2024,2783,-24,2783,0,100
4323754,Vitória das Missões,258.454,3260,3318,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,0,0,3485,07/05/2024,3485,0,3485,0,100
4323770,Westfália,66.875,3098,3219,Tempestade Local/Convectiva - Chuvas Intensas,Reconhecido,0,0,0,0,87,0,2706,06/05/2024,2793,0,2793,0,100
4323804,Xangri-lá,60.756,16463,16907,,,,,,,,,,,,,,,
