"state","municipality","register","COBRADE","population","deaths","injured","sick","displaced","homeless","disapeared","other affecteds","Year"
"MG","Juiz de Fora","2024-02-19","13214 - Tempestade Local/Convectiva - Chuvas Intensas",517872,0,0,0,0,0,0,0,2024
"PR","São Sebastião da Amoreira","2024-02-23","13213 - Tempestade Local/Convectiva - Granizo",8629,0,0,0,0,0,0,196,2024
"MT","Sorriso","2024-02-29","12300 - Alagamentos",66506,0,2,0,0,16,0,0,2024
"SC","Brusque","2024-02-18","13214 - Tempestade Local/Convectiva - Chuvas Intensas",105495,0,0,0,0,0,0,6200,2024
"BA","Pedro Alexandre","2024-02-18","13214 - Tempestade Local/Convectiva - Chuvas Intensas",16995,0,0,0,35,88,0,5952,2024
"MG","Turmalina","2024-02-20","13214 - Tempestade Local/Convectiva - Chuvas Intensas",18046,0,0,0,0,18,0,520,2024
"BA","Angical","2024-02-27","13214 - Tempestade Local/Convectiva - Chuvas Intensas",14073,1,0,0,0,0,0,1035,2024
"BA","Angical","2024-04-08","24200 - Rompimento/colapso de barragens",14073,1,0,0,0,0,0,1035,2024
"ES","Vitória","2024-03-15","13214 - Tempestade Local/Convectiva - Chuvas Intensas",325453,0,0,0,0,5,0,16,2024
"ES","Irupi","2024-02-22","11420 - Erosão de Margem Fluvial",11729,0,0,0,0,0,0,0,2024
"AP","Grupo de municípios","2024-02-17","13214 - Tempestade Local/Convectiva - Chuvas Intensas",0,0,0,0,72,810,0,1219,2024
"AP","Mazagão","2024-02-17","13214 - Tempestade Local/Convectiva - Chuvas Intensas",17030,0,0,0,0,0,0,1219,2024
"AP","Santana","2024-02-17","13214 - Tempestade Local/Convectiva - Chuvas Intensas",101203,0,0,0,72,810,0,0,2024
"AP","Macapá","2024-02-17","13214 - Tempestade Local/Convectiva - Chuvas Intensas",397913,0,0,0,0,0,0,0,2024
"BA","Paulo Afonso","2024-02-21","13214 - Tempestade Local/Convectiva - Chuvas Intensas",108419,1,4,20,15,142,0,16040,2024
"MG","Pará de Minas","2024-02-19","13214 - Tempestade Local/Convectiva - Chuvas Intensas",84252,0,0,0,4,0,0,0,2024
"MS","Rio Verde de Mato Grosso","2024-02-20","13214 - Tempestade Local/Convectiva - Chuvas Intensas",18892,0,0,0,0,0,0,0,2024
"BA","Itororó","2024-02-18","13214 - Tempestade Local/Convectiva - Chuvas Intensas",19911,0,0,0,8,2054,0,9992,2024
"MG","Alfenas","2024-03-12","11321 - Deslizamentos",73722,0,0,0,25,5,0,0,2024
"GO","Uirapuru","2024-02-16","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2935,0,0,0,0,236,0,1448,2024
"PE","Bom Conselho","2024-02-19","13214 - Tempestade Local/Convectiva - Chuvas Intensas",45506,0,0,0,0,3,0,0,2024
"MG","Juiz de Fora","2024-02-19","13214 - Tempestade Local/Convectiva - Chuvas Intensas",517872,0,0,0,0,0,0,0,2024
"RJ","Japeri","2024-02-16","13214 - Tempestade Local/Convectiva - Chuvas Intensas",95391,0,0,0,0,0,0,0,2024
"PR","Londrina","2024-02-20","12300 - Alagamentos",506645,0,1,0,0,0,0,56,2024
"MG","Alfenas","2024-03-12","13214 - Tempestade Local/Convectiva - Chuvas Intensas",73722,0,0,0,0,0,0,300,2024
"ES","Mimoso do Sul","2024-02-22","13215 - Tempestade Local/Convectiva - Vendaval",25898,0,0,0,0,15,0,0,2024
"MG","Juiz de Fora","2024-02-19","13214 - Tempestade Local/Convectiva - Chuvas Intensas",517872,0,0,0,0,0,0,0,2024
"MG","Juiz de Fora","2024-02-19","13214 - Tempestade Local/Convectiva - Chuvas Intensas",517872,0,0,0,0,4,0,0,2024
"AP","Macapá","2024-02-13","13214 - Tempestade Local/Convectiva - Chuvas Intensas",397913,0,0,0,474,1167,0,0,2024
"MG","Nova Porteirinha","2024-03-06","13214 - Tempestade Local/Convectiva - Chuvas Intensas",7398,0,0,0,3,3,0,100,2024
"RN","Cruzeta","2024-02-16","13215 - Tempestade Local/Convectiva - Vendaval",7968,0,0,0,0,0,0,70,2024
"MS","Rio Verde de Mato Grosso","2024-02-16","12300 - Alagamentos",18892,0,0,0,0,0,0,0,2024
"MT","Cáceres","2024-02-12","12300 - Alagamentos",87912,0,0,0,40,0,0,27960,2024
"AP","Macapá","2024-02-13","11420 - Erosão de Margem Fluvial",397913,0,0,0,0,13,0,1100,2024
"MS","Corumbá","2024-02-11","13214 - Tempestade Local/Convectiva - Chuvas Intensas",103772,0,0,0,0,20,0,0,2024
"MG","Buritis","2024-02-16","13214 - Tempestade Local/Convectiva - Chuvas Intensas",22729,0,0,0,0,0,0,0,2024
"SC","Guatambú","2024-02-12","13214 - Tempestade Local/Convectiva - Chuvas Intensas",4675,0,0,0,0,4,0,0,2024
"RS","Sobradinho","2024-02-14","13214 - Tempestade Local/Convectiva - Chuvas Intensas",14285,0,0,0,0,0,0,633,2024
"MS","Bodoquena","2024-02-09","12300 - Alagamentos",7986,0,0,0,0,0,0,0,2024
"BA","Boa Vista do Tupim","2024-02-21","13214 - Tempestade Local/Convectiva - Chuvas Intensas",18000,0,0,0,0,180,0,3600,2024
"RJ","Magé","2024-02-09","12200 - Enxurradas",228150,0,0,0,0,0,0,0,2024
"PA","Oriximiná","2024-02-19","12100 - Inundações",62963,0,0,0,0,0,0,0,2024
"MG","Teófilo Otoni","2024-02-09","13214 - Tempestade Local/Convectiva - Chuvas Intensas",134733,0,0,0,7,171,0,7500,2024
"MS","Bodoquena","2024-02-08","12200 - Enxurradas",7986,0,0,0,0,0,0,7894,2024
"PR","Jesuítas","2024-02-15","13215 - Tempestade Local/Convectiva - Vendaval",9001,0,0,0,0,2,0,67,2024
"SC","Treze Tílias","2024-02-20","13215 - Tempestade Local/Convectiva - Vendaval",6342,0,0,0,0,0,0,0,2024
"ES","Linhares","2024-03-14","13215 - Tempestade Local/Convectiva - Vendaval",141254,0,0,0,0,0,0,0,2024
"MG","São Domingos do Prata","2024-02-08","13214 - Tempestade Local/Convectiva - Chuvas Intensas",17352,0,0,0,0,0,0,495,2024
"MG","Raposos","2024-03-11","12200 - Enxurradas",15345,0,0,0,0,0,0,100,2024
"MG","Itacarambi","2024-02-22","13214 - Tempestade Local/Convectiva - Chuvas Intensas",17739,0,0,0,10,25,0,30,2024
"SC","Santa Terezinha do Progresso","2024-02-07","13215 - Tempestade Local/Convectiva - Vendaval",2896,0,0,0,0,0,0,0,2024
"PA","Tucumã","2024-05-15","12300 - Alagamentos",33651,0,0,0,0,5,0,0,2024
"SC","Urupema","2024-02-08","13213 - Tempestade Local/Convectiva - Granizo",2482,0,0,0,0,0,0,50,2024
"SC","Bocaina do Sul","2024-02-05","13213 - Tempestade Local/Convectiva - Granizo",3290,0,0,0,0,0,0,12,2024
"MG","Lavras","2024-03-08","13215 - Tempestade Local/Convectiva - Vendaval",92171,0,0,0,0,0,0,0,2024
"PA","Óbidos","2024-02-02","12200 - Enxurradas",49254,0,0,0,0,0,0,0,2024
"BA","Conde","2024-02-07","12100 - Inundações",23594,0,0,0,96,104,0,337,2024
"BA","Medeiros Neto","2024-02-05","13214 - Tempestade Local/Convectiva - Chuvas Intensas",21541,0,0,0,0,0,0,0,2024
"BA","Dário Meira","2024-02-05","13214 - Tempestade Local/Convectiva - Chuvas Intensas",12841,0,0,0,0,0,0,0,2024
"BA","Cotegipe","2024-02-05","13214 - Tempestade Local/Convectiva - Chuvas Intensas",13638,0,0,0,0,0,0,0,2024
"BA","Muquém do São Francisco","2024-02-05","13214 - Tempestade Local/Convectiva - Chuvas Intensas",10272,0,0,0,0,0,0,0,2024
"BA","Grupo de municípios","2024-02-05","13214 - Tempestade Local/Convectiva - Chuvas Intensas",0,2,53,0,1677,15427,0,85883,2024
"BA","Monte Santo","2024-02-05","13214 - Tempestade Local/Convectiva - Chuvas Intensas",52360,0,0,0,0,0,0,500,2024
"BA","Cansanção","2024-02-05","13214 - Tempestade Local/Convectiva - Chuvas Intensas",32923,0,0,0,0,0,0,0,2024
"BA","Ubaíra","2024-02-05","13214 - Tempestade Local/Convectiva - Chuvas Intensas",19759,0,0,0,0,0,0,0,2024
"BA","Lagoa Real","2024-02-05","13214 - Tempestade Local/Convectiva - Chuvas Intensas",13934,0,0,0,0,0,0,0,2024
"BA","Wanderley","2024-02-05","13214 - Tempestade Local/Convectiva - Chuvas Intensas",12485,0,0,0,0,0,0,0,2024
"BA","São Miguel das Matas","2024-02-05","13214 - Tempestade Local/Convectiva - Chuvas Intensas",10414,0,0,0,0,0,0,0,2024
"ES","Ibatiba","2024-02-09","13214 - Tempestade Local/Convectiva - Chuvas Intensas",22346,0,0,0,0,900,0,0,2024
"ES","Muniz Freire","2024-02-05","13214 - Tempestade Local/Convectiva - Chuvas Intensas",18387,0,0,0,0,3,0,10960,2024
"ES","Alegre","2024-02-02","13215 - Tempestade Local/Convectiva - Vendaval",30784,0,0,0,0,0,0,0,2024
"PA","Soure","2024-05-24","13214 - Tempestade Local/Convectiva - Chuvas Intensas",22995,0,0,0,0,0,0,5455,2024
"PA","Pau D`Arco","2024-02-09","12300 - Alagamentos",6029,0,0,0,0,30,0,205,2024
"BA","Barra","2024-02-01","13214 - Tempestade Local/Convectiva - Chuvas Intensas",49342,0,0,0,32,120,0,50940,2024
"PE","Ipojuca","2024-02-21","11321 - Deslizamentos",80542,0,0,0,0,0,0,0,2024
"MA","Colinas","2024-04-30","12300 - Alagamentos",39167,0,0,0,0,0,0,0,2024
"MG","Itueta","2024-02-08","13214 - Tempestade Local/Convectiva - Chuvas Intensas",5836,0,0,0,0,0,0,420,2024
"MG","Setubinha","2024-02-01","13214 - Tempestade Local/Convectiva - Chuvas Intensas",10885,0,0,0,0,11,0,650,2024
"MG","Ouro Verde de Minas","2024-02-10","13214 - Tempestade Local/Convectiva - Chuvas Intensas",6021,0,0,0,0,0,0,1852,2024
"MG","Campanário","2024-02-05","13214 - Tempestade Local/Convectiva - Chuvas Intensas",3559,0,0,0,0,0,0,750,2024
"MS","Laguna Carapã","2024-02-01","13215 - Tempestade Local/Convectiva - Vendaval",6493,0,0,0,0,20,0,0,2024
"MG","Conselheiro Pena","2024-01-31","13214 - Tempestade Local/Convectiva - Chuvas Intensas",22232,0,0,0,0,100,0,900,2024
"MG","Reduto","2024-02-02","13214 - Tempestade Local/Convectiva - Chuvas Intensas",6561,0,1,0,5,362,0,0,2024
"MG","Coluna","2024-02-05","13214 - Tempestade Local/Convectiva - Chuvas Intensas",9024,0,0,0,0,0,0,550,2024
"MG","Manhuaçu","2024-02-06","13214 - Tempestade Local/Convectiva - Chuvas Intensas",79635,0,0,0,10,203,0,6000,2024
"MG","Mesquita","2024-02-06","12200 - Enxurradas",6072,0,0,0,5,7,0,120,2024
"BA","Mutuípe","2024-02-02","13214 - Tempestade Local/Convectiva - Chuvas Intensas",21466,0,0,0,0,0,0,46,2024
"SC","Itapoá","2024-03-01","13214 - Tempestade Local/Convectiva - Chuvas Intensas",14775,0,0,0,0,0,0,0,2024
"RJ","Sapucaia","2024-02-16","12300 - Alagamentos",17504,0,0,0,0,0,0,33,2024
"BA","Quijingue","2024-01-29","13214 - Tempestade Local/Convectiva - Chuvas Intensas",27243,0,0,0,2,30,0,27000,2024
"BA","Cotegipe","2024-01-29","13214 - Tempestade Local/Convectiva - Chuvas Intensas",13638,0,0,0,0,12,0,7000,2024
"MG","Ladainha","2024-02-08","13214 - Tempestade Local/Convectiva - Chuvas Intensas",16999,0,0,0,0,0,0,250,2024
"PA","Xinguara","2024-01-30","13214 - Tempestade Local/Convectiva - Chuvas Intensas",40573,0,0,0,0,20,0,50000,2024
"PA","Rio Maria","2024-01-30","13214 - Tempestade Local/Convectiva - Chuvas Intensas",17722,0,3,100,15,2765,0,4802,2024
"ES","Linhares","2024-03-07","13214 - Tempestade Local/Convectiva - Chuvas Intensas",141254,0,0,0,0,0,0,0,2024
"PA","Bannach","2024-01-30","12200 - Enxurradas",3434,0,0,0,0,0,0,4000,2024
"BA","Milagres","2024-02-05","13214 - Tempestade Local/Convectiva - Chuvas Intensas",10306,0,0,0,31,0,0,11040,2024
"RJ","São Pedro da Aldeia","2024-02-19","13214 - Tempestade Local/Convectiva - Chuvas Intensas",88013,0,0,0,0,6,0,600,2024
"BA","Anagé","2024-02-11","13214 - Tempestade Local/Convectiva - Chuvas Intensas",25500,0,0,0,300,1800,0,3900,2024
"MG","Juiz de Fora","2024-02-19","13214 - Tempestade Local/Convectiva - Chuvas Intensas",517872,0,0,0,0,0,0,0,2024
"RJ","Silva Jardim","2024-01-29","13214 - Tempestade Local/Convectiva - Chuvas Intensas",21360,0,0,0,0,0,0,0,2024
"RJ","Magé","2024-01-29","12300 - Alagamentos",228150,0,0,0,0,0,0,285,2024
"SC","Chapadão do Lageado","2024-01-30","12200 - Enxurradas",2764,0,0,0,0,188,0,2762,2024
"SC","São Pedro de Alcântara","2024-01-29","13214 - Tempestade Local/Convectiva - Chuvas Intensas",4710,1,0,0,0,80,0,0,2024
"SC","Jaraguá do Sul","2024-02-05","12200 - Enxurradas",143206,0,0,0,0,20,0,0,2024
"SC","Massaranduba","2024-01-28","13214 - Tempestade Local/Convectiva - Chuvas Intensas",14668,0,0,0,0,0,0,0,2024
"ES","Santa Leopoldina","2024-02-15","13214 - Tempestade Local/Convectiva - Chuvas Intensas",12255,0,0,0,0,0,0,1120,2024
"SC","Bocaina do Sul","2024-01-29","12200 - Enxurradas",3290,0,0,0,0,0,0,34,2024
"MG","Carlos Chagas","2024-01-31","13214 - Tempestade Local/Convectiva - Chuvas Intensas",20087,0,0,0,3,57,0,4800,2024
"BA","Dário Meira","2024-01-28","13214 - Tempestade Local/Convectiva - Chuvas Intensas",12841,0,0,0,0,3845,0,406,2024
"BA","Ibicuí","2024-01-28","13214 - Tempestade Local/Convectiva - Chuvas Intensas",15786,0,0,0,32,84,0,234,2024
"MG","Açucena","2024-01-28","13214 - Tempestade Local/Convectiva - Chuvas Intensas",10298,0,1,0,1,62,0,10235,2024
"BA","Iguaí","2024-01-28","13214 - Tempestade Local/Convectiva - Chuvas Intensas",25724,0,0,0,28,56,0,767,2024
"BA","Nova Canaã","2024-01-31","13214 - Tempestade Local/Convectiva - Chuvas Intensas",16727,0,0,0,0,0,0,8560,2024
"BA","Mucugê","2024-01-29","12200 - Enxurradas",10548,0,0,0,0,1,0,0,2024
"MG","São Pedro do Suaçuí","2024-01-30","13214 - Tempestade Local/Convectiva - Chuvas Intensas",5570,0,0,0,0,0,0,248,2024
"MG","Nova Belém","2024-01-28","13214 - Tempestade Local/Convectiva - Chuvas Intensas",3732,0,0,0,0,16,0,80,2024
"BA","Anagé","2024-01-28","13214 - Tempestade Local/Convectiva - Chuvas Intensas",25500,0,0,0,300,1800,0,3900,2024
"RS","Ponte Preta","2024-01-31","13213 - Tempestade Local/Convectiva - Granizo",1750,0,0,0,0,0,0,0,2024
"SP","Tatuí","2024-01-29","13213 - Tempestade Local/Convectiva - Granizo",107975,0,0,0,0,0,0,1500,2024
"BA","Ubaíra","2024-01-29","13214 - Tempestade Local/Convectiva - Chuvas Intensas",19759,0,0,0,0,0,0,10000,2024
"MG","Crisólita","2024-01-31","13214 - Tempestade Local/Convectiva - Chuvas Intensas",6040,0,0,0,0,15,0,5250,2024
"SC","Lauro Muller","2024-01-31","13214 - Tempestade Local/Convectiva - Chuvas Intensas",14366,0,0,0,0,0,0,950,2024
"SC","Orleans","2024-01-29","13214 - Tempestade Local/Convectiva - Chuvas Intensas",21395,0,0,0,0,0,0,1308,2024
"PE","Ipojuca","2024-01-31","11321 - Deslizamentos",80542,0,0,0,0,0,0,0,2024
"BA","Contendas do Sincorá","2024-02-02","13214 - Tempestade Local/Convectiva - Chuvas Intensas",4663,0,0,0,15,6,0,321,2024
"ES","Boa Esperança","2024-01-29","12300 - Alagamentos",14199,0,0,0,0,21,0,0,2024
"MG","Rio do Prado","2024-01-30","13214 - Tempestade Local/Convectiva - Chuvas Intensas",5213,0,0,0,0,0,0,0,2024
"BA","Nordestina","2024-02-07","13214 - Tempestade Local/Convectiva - Chuvas Intensas",12398,0,0,0,0,0,0,9000,2024
"MG","Salinas","2024-01-30","13214 - Tempestade Local/Convectiva - Chuvas Intensas",39182,0,0,0,0,70,0,15000,2024
"PE","Petrolina","2024-01-27","13214 - Tempestade Local/Convectiva - Chuvas Intensas",294081,0,0,0,6,70,0,0,2024
"MG","Bandeira","2024-02-08","13214 - Tempestade Local/Convectiva - Chuvas Intensas",4988,0,0,0,0,0,0,200,2024
"BA","Cansanção","2024-01-29","13214 - Tempestade Local/Convectiva - Chuvas Intensas",32923,2,4,0,57,96,0,46,2024
"MG","Santa Maria do Salto","2024-02-05","13214 - Tempestade Local/Convectiva - Chuvas Intensas",5293,0,0,0,0,70,0,0,2024
"MG","Santo Antônio do Jacinto","2024-01-28","13214 - Tempestade Local/Convectiva - Chuvas Intensas",11780,0,0,0,0,24,0,1800,2024
"BA","Muquém do São Francisco","2024-01-28","13214 - Tempestade Local/Convectiva - Chuvas Intensas",10272,0,0,0,0,3600,0,0,2024
"ES","Vila Velha","2024-03-08","13214 - Tempestade Local/Convectiva - Chuvas Intensas",414420,0,0,0,0,5,0,1500,2024
"MG","Água Boa","2024-01-31","13214 - Tempestade Local/Convectiva - Chuvas Intensas",15193,0,0,0,0,10,0,0,2024
"ES","Linhares","2024-03-06","12100 - Inundações",141254,0,0,0,0,0,0,0,2024
"SC","Orleans","2024-01-28","12200 - Enxurradas",21395,0,0,0,0,0,0,0,2024
"BA","Cravolândia","2024-02-01","13214 - Tempestade Local/Convectiva - Chuvas Intensas",5042,0,0,0,0,0,0,800,2024
"BA","Saubara","2024-01-29","13214 - Tempestade Local/Convectiva - Chuvas Intensas",11201,0,0,0,8,200,0,2500,2024
"BA","Maiquinique","2024-01-31","13214 - Tempestade Local/Convectiva - Chuvas Intensas",8782,0,0,0,0,600,0,3900,2024
"PB","Ibiara","2024-02-01","12200 - Enxurradas",6031,0,0,0,0,0,0,2345,2024
"BA","Lagoa Real","2024-01-29","13215 - Tempestade Local/Convectiva - Vendaval",13934,0,0,0,0,0,0,990,2024
"BA","Itaju do Colônia","2024-02-01","13214 - Tempestade Local/Convectiva - Chuvas Intensas",7278,0,0,0,4,400,0,3250,2024
"MG","Machacalis","2024-01-31","13214 - Tempestade Local/Convectiva - Chuvas Intensas",6974,0,0,0,0,24,0,635,2024
"MG","Umburatiba","2024-01-27","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2700,0,0,0,0,24,0,2000,2024
"ES","Linhares","2024-03-07","13214 - Tempestade Local/Convectiva - Chuvas Intensas",141254,0,0,0,0,0,0,0,2024
"GO","Campinaçu","2024-01-29","13214 - Tempestade Local/Convectiva - Chuvas Intensas",3654,0,0,0,0,0,0,591,2024
"MG","Conceição de Ipanema","2024-01-29","13214 - Tempestade Local/Convectiva - Chuvas Intensas",4467,0,0,0,0,0,0,800,2024
"BA","Wanderley","2024-01-26","13214 - Tempestade Local/Convectiva - Chuvas Intensas",12485,0,3,0,128,300,0,7000,2024
"MG","Raposos","2024-03-12","13214 - Tempestade Local/Convectiva - Chuvas Intensas",15345,0,0,0,0,0,0,150,2024
"SC","Balneário Barra do Sul","2024-01-29","12300 - Alagamentos",8423,0,0,0,0,0,0,0,2024
"MG","Contagem","2024-07-22","12300 - Alagamentos",603048,0,0,0,0,0,0,65,2024
"ES","Marechal Floriano","2024-01-29","12100 - Inundações",14249,0,0,0,0,0,0,0,2024
"AM","São Paulo de Olivença","2024-01-27","11420 - Erosão de Margem Fluvial",31426,0,0,0,28,68,0,688,2024
"MG","Itumirim","2024-01-30","13214 - Tempestade Local/Convectiva - Chuvas Intensas",6139,0,0,0,0,0,0,32,2024
"MG","Raposos","2024-01-26","13214 - Tempestade Local/Convectiva - Chuvas Intensas",15345,0,0,0,0,0,0,800,2024
"ES","Afonso Cláudio","2024-02-02","13214 - Tempestade Local/Convectiva - Chuvas Intensas",31086,0,0,0,0,0,0,0,2024
"MG","Juramento","2024-02-06","13214 - Tempestade Local/Convectiva - Chuvas Intensas",4110,0,0,0,0,4,0,0,2024
"PA","Oriximiná","2024-01-25","11321 - Deslizamentos",62963,0,0,0,0,4,0,0,2024
"MG","Águas Formosas","2024-01-31","13214 - Tempestade Local/Convectiva - Chuvas Intensas",18482,0,0,0,16,848,0,10000,2024
"MG","Conselheiro Pena","2024-01-25","13214 - Tempestade Local/Convectiva - Chuvas Intensas",22232,0,0,0,16,2000,0,14000,2024
"MG","Tumiritinga","2024-01-29","13214 - Tempestade Local/Convectiva - Chuvas Intensas",6291,0,0,0,25,5,0,2500,2024
"MG","Galiléia","2024-01-27","13214 - Tempestade Local/Convectiva - Chuvas Intensas",6966,0,0,0,2,2,0,1490,2024
"MG","Santa Rita do Itueto","2024-01-30","13214 - Tempestade Local/Convectiva - Chuvas Intensas",5700,0,0,0,0,6,0,1600,2024
"MG","Contagem","2024-07-22","12300 - Alagamentos",603048,0,0,0,0,31,0,0,2024
"MG","Nanuque","2024-02-12","13214 - Tempestade Local/Convectiva - Chuvas Intensas",40816,0,0,0,3,10,0,10000,2024
"MG","Oratórios","2024-01-31","13214 - Tempestade Local/Convectiva - Chuvas Intensas",4486,0,0,0,0,0,0,0,2024
"MG","São José da Lapa","2024-01-30","13214 - Tempestade Local/Convectiva - Chuvas Intensas",19801,0,0,0,0,31,0,0,2024
"RS","Engenho Velho","2024-01-25","12200 - Enxurradas",1530,0,0,0,0,0,0,600,2024
"PA","Oriximiná","2024-01-25","12300 - Alagamentos",62963,0,0,0,0,0,0,0,2024
"BA","Cícero Dantas","2024-01-25","13214 - Tempestade Local/Convectiva - Chuvas Intensas",32304,0,0,0,0,0,0,0,2024
"MG","Rio Casca","2024-02-02","13214 - Tempestade Local/Convectiva - Chuvas Intensas",14198,0,0,0,0,0,0,0,2024
"MG","Rio Doce","2024-01-31","13214 - Tempestade Local/Convectiva - Chuvas Intensas",2468,0,0,0,10,8,0,303,2024
"MG","Santa Cruz do Escalvado","2024-02-02","12200 - Enxurradas",4996,0,0,0,0,1,0,1199,2024
"MG","Veríssimo","2024-01-26","13214 - Tempestade Local/Convectiva - Chuvas Intensas",3466,0,0,0,0,0,0,200,2024
"MG","Lavras","2024-03-08","13214 - Tempestade Local/Convectiva - Chuvas Intensas",92171,0,0,0,0,0,0,0,2024
"MG","Contagem","2024-07-18","12300 - Alagamentos",603048,0,0,0,0,259,0,0,2024
"PR","Chopinzinho","2024-01-31","13213 - Tempestade Local/Convectiva - Granizo",19673,0,0,0,0,0,0,167,2024
"PA","Aurora do Pará","2024-03-22","12300 - Alagamentos",26579,0,0,0,0,20,0,40,2024
"RJ","Mendes","2024-01-24","13214 - Tempestade Local/Convectiva - Chuvas Intensas",17940,0,0,0,0,55,0,5974,2024
"MG","Conceição do Mato Dentro","2024-01-26","12300 - Alagamentos",17914,0,0,0,0,8,0,3000,2024
"PR","Guaratuba","2024-01-30","13214 - Tempestade Local/Convectiva - Chuvas Intensas",32088,0,0,0,82,136,0,3526,2024
"BA","Cícero Dantas","2024-01-25","13214 - Tempestade Local/Convectiva - Chuvas Intensas",32304,0,0,0,0,5800,0,7200,2024
"MG","Pavão","2024-01-23","13214 - Tempestade Local/Convectiva - Chuvas Intensas",8589,0,0,0,52,240,0,2520,2024
"ES","Barra de São Francisco","2024-01-25","12300 - Alagamentos",40610,0,0,0,6,74,0,0,2024
"BA","Ilhéus","2024-01-23","13214 - Tempestade Local/Convectiva - Chuvas Intensas",184231,0,0,0,1,42,0,0,2024
"MG","Ataléia","2024-01-27","13214 - Tempestade Local/Convectiva - Chuvas Intensas",14451,0,0,0,0,0,0,13736,2024
"MG","Teófilo Otoni","2024-01-23","13214 - Tempestade Local/Convectiva - Chuvas Intensas",134733,0,0,0,7,66,0,20000,2024
"MG","Pouso Alegre","2024-01-25","13214 - Tempestade Local/Convectiva - Chuvas Intensas",130586,0,0,0,0,0,0,9,2024
"SE","Tobias Barreto","2024-01-24","13215 - Tempestade Local/Convectiva - Vendaval",48039,0,0,0,0,0,0,0,2024
"SC","Joinville","2024-01-22","13214 - Tempestade Local/Convectiva - Chuvas Intensas",515250,0,2,0,0,3,0,0,2024
"SC","Araquari","2024-01-22","13214 - Tempestade Local/Convectiva - Chuvas Intensas",24814,0,1,0,0,0,0,74,2024
"ES","Linhares","2024-03-14","13215 - Tempestade Local/Convectiva - Vendaval",141254,0,0,0,0,0,0,0,2024
"MG","Contagem","2024-07-19","12300 - Alagamentos",603048,0,0,0,0,0,0,20,2024
"ES","Baixo Guandu","2024-01-22","13214 - Tempestade Local/Convectiva - Chuvas Intensas",29086,1,0,0,0,5,0,0,2024
"ES","Linhares","2024-02-18","13215 - Tempestade Local/Convectiva - Vendaval",141254,0,0,0,0,2,0,0,2024
"BA","Medeiros Neto","2024-01-26","13214 - Tempestade Local/Convectiva - Chuvas Intensas",21541,0,50,0,42,1254,0,0,2024
"MG","Itabirinha","2024-01-22","13214 - Tempestade Local/Convectiva - Chuvas Intensas",10692,0,0,0,0,3,0,1200,2024
"MT","Aripuanã","2024-01-22","12300 - Alagamentos",18581,0,0,0,0,0,0,0,2024
"RJ","Engenheiro Paulo de Frontin","2024-01-23","13214 - Tempestade Local/Convectiva - Chuvas Intensas",13239,0,0,0,12,35,0,15515,2024
"ES","Venda Nova do Imigrante","2024-03-21","13215 - Tempestade Local/Convectiva - Vendaval",20468,0,0,0,0,0,0,0,2024
"ES","Mimoso do Sul","2024-01-24","13214 - Tempestade Local/Convectiva - Chuvas Intensas",25898,0,0,0,0,7,0,0,2024
"SC","Içara","2024-01-21","13214 - Tempestade Local/Convectiva - Chuvas Intensas",58859,0,0,0,0,0,0,6000,2024
"RJ","Magé","2024-01-22","12300 - Alagamentos",228150,0,0,0,0,0,0,26,2024
"RJ","Japeri","2024-01-23","13214 - Tempestade Local/Convectiva - Chuvas Intensas",95391,0,0,0,0,0,0,0,2024
"RJ","Vassouras","2024-01-22","12300 - Alagamentos",34439,0,0,0,0,0,0,0,2024
"ES","São Mateus","2024-01-22","13215 - Tempestade Local/Convectiva - Vendaval",109067,0,0,0,0,5,0,50,2024
"RJ","Barra do Piraí","2024-01-24","13214 - Tempestade Local/Convectiva - Chuvas Intensas",94855,0,0,0,0,68,0,1197,2024
"RJ","Paracambi","2024-01-22","13214 - Tempestade Local/Convectiva - Chuvas Intensas",47074,0,0,0,15,10,0,0,2024
"MG","Nova Belém","2024-01-22","13214 - Tempestade Local/Convectiva - Chuvas Intensas",3732,0,0,0,0,0,0,20,2024
"SP","Socorro","2024-01-23","13214 - Tempestade Local/Convectiva - Chuvas Intensas",36695,0,0,0,50,100,0,17450,2024
"MG","Contagem","2024-07-18","12300 - Alagamentos",603048,0,0,0,0,500,0,0,2024
"MG","Eugenópolis","2024-01-22","13214 - Tempestade Local/Convectiva - Chuvas Intensas",10541,0,0,0,1,154,0,1145,2024
"MS","Mundo Novo","2024-01-24","13215 - Tempestade Local/Convectiva - Vendaval",17035,0,0,0,0,30,0,0,2024
"PR","Matinhos","2024-01-29","13214 - Tempestade Local/Convectiva - Chuvas Intensas",29426,0,0,0,14,300,0,6500,2024
"SC","São Francisco do Sul","2024-01-23","13214 - Tempestade Local/Convectiva - Chuvas Intensas",42569,0,0,0,8,0,0,1500,2024
"MG","Itambacuri","2024-01-24","13215 - Tempestade Local/Convectiva - Vendaval",22797,0,0,0,0,0,0,8500,2024
"MG","Inhapim","2024-01-24","13215 - Tempestade Local/Convectiva - Vendaval",24269,0,10,0,9,103,0,14090,2024
"SC","Itapoá","2024-01-21","13214 - Tempestade Local/Convectiva - Chuvas Intensas",14775,0,0,0,51,400,0,0,2024
